token_address,symbol,name,decimals,recognition_status,reason,source_url
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USD Coin,6,recognized,Canonical issuer metadata,https://www.circle.com/usdc
