chain_id,block_number,block_hash,block_timestamp,transaction_hash,transaction_index,transaction_from_address,transaction_to_address,log_index,token_address,from_address,to_address,value_raw
1,15768597,0xf06e647d4255f678ff04559966ba3cbd90822f008a60cdfbf1fbbb806b1395b9,1666019039,0xb9ded2211700e580e0d5cf8374e77a93fa36b201b21e14324f4dc7592b2fc8a0,266,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,438,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x15ace3121918c35f7c6541e888e92aa87b1254a2,2000000000000000000000
1,15768616,0xf229d19a6b2fc2a0e37dcb046f7a38482c62d1eb83715ba8b2eed11546071fa3,1666019267,0xdcbb1d917e757b8f1760662a516aa24e2c47e821433afd0bf179d2bf93d3f35e,142,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,251,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x26fd44616778704e07c86eedd3ef0fa80a034405,1400000000000000000000
1,15782491,0x6a61eadac440e039153bb559d9225a547f9670e672fb5d630e4da3efc6f0a688,1666186583,0x57157f8725ea80628286d5bbd7e8b30d339f99df54f37187a66e3d1fe0246d67,122,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,270,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x81f62e5bf508ca4456363a0ef766b5c775b56fd2,3000000000000000000000
1,15782520,0x221193d4c35b94179f2845f34778ab2d2008c16b1c7f2f4acdd44dfa6471d8ba,1666186931,0xacd1a48e508e142ea1d5b4fd6d8b4fc15030a0d15cd7313e3ca19f06614b630d,113,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,295,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0xfe13ed997281425cfbebd0176cd18c62a70be66e,1500000000000000000000
1,15825690,0x0508dbef0a42d52f1809fd41641cb6f4f3ec36ca28f8d28a6444804ff5568646,1666708055,0xe086e392c2578450f9e52e8a0d97276e2944112924842e0dce544579aca2ea72,24,0x66b1de0f14a0ce971f7f248415063d44caf19398,0x40a2accbd92bca938b02010e17a5b8929b49130d,46,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,0xa7ac9f7087d7197e0047db9a90562a1364bf897d,0x11c24f0031b4c35e2e9353764edc61299291e0af,9650000000000000000000
1,15825847,0x4f16863c1837a0e2570f619e27ee5651d15bb5c9878069e400d4295509f43b3e,1666709951,0x7661f882fc816b7bf9ea6067869878f55c393994d765ac546e2922d982ac13bd,6,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,52,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0xa3509a16bbfc5992eb01cc861b615ccd8e937da8,3377650829000000000000
1,15825847,0x4f16863c1837a0e2570f619e27ee5651d15bb5c9878069e400d4295509f43b3e,1666709951,0x7661f882fc816b7bf9ea6067869878f55c393994d765ac546e2922d982ac13bd,6,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,56,0x6b175474e89094c44da98b954eedeac495271d0f,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,0x11c24f0031b4c35e2e9353764edc61299291e0af,4704806744408340490190
1,15825847,0x4f16863c1837a0e2570f619e27ee5651d15bb5c9878069e400d4295509f43b3e,1666709951,0x7661f882fc816b7bf9ea6067869878f55c393994d765ac546e2922d982ac13bd,6,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,60,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x06b1655b9d560de112759b4f0bf57d6f005e72fe,6272780111000000000000
1,15825847,0x4f16863c1837a0e2570f619e27ee5651d15bb5c9878069e400d4295509f43b3e,1666709951,0x7661f882fc816b7bf9ea6067869878f55c393994d765ac546e2922d982ac13bd,6,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,62,0x6b175474e89094c44da98b954eedeac495271d0f,0x60594a405d53811d3bc4766596efd80fd545a270,0x11c24f0031b4c35e2e9353764edc61299291e0af,8780142017947156201464
1,15826210,0xefc013d6b14846557794b12d9741ea16dc47b5097834cb51b761e912c24f6494,1666714367,0x98c4aaad2198b65da57de399416f9e5331a861d94f992db014e43ff9306af060,240,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,475,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x02b014c060de1947e175236819c30b18cb616093,10794000000000000000000
1,15826286,0x887024581490653255c3b739ef19224429a3224609a3a7ccccb44086b80bd20f,1666715291,0xbe41c27f7f42e95c198946ede406e508a9db694f586dbe8f510be46b2c793582,172,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,284,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x3e4e638588e2edadad8a15baa3afbce9f94f8339,670000000000000000000
1,15833579,0x96aaee18a67aa15d2beeb28bd10f12296a8a15afd1642e8358886dbf9ee93ecb,1666803335,0x3b400c6fbdc9a8b54ea9d83ca01637026a17dd0af76247349e51a5092a1a0a52,176,0xf9f470bc6b581b8b47b8f96b2400cf4ae340e00e,0x840c57b24d0ef6030930be2b8b45d3e7a3aeb199,393,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x840c57b24d0ef6030930be2b8b45d3e7a3aeb199,0x11c24f0031b4c35e2e9353764edc61299291e0af,19027000000
1,15840041,0x54653b25b4ce319808984095c053ff58d97510e7a0ca10f23e041f9b41e7674e,1666881299,0x6a03fe2ade380ac617880db6c31667e451397cd189912687913973d3492dc249,276,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,640,0x6b175474e89094c44da98b954eedeac495271d0f,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0x11c24f0031b4c35e2e9353764edc61299291e0af,19025007232974405156264
1,15840041,0x54653b25b4ce319808984095c053ff58d97510e7a0ca10f23e041f9b41e7674e,1666881299,0x6a03fe2ade380ac617880db6c31667e451397cd189912687913973d3492dc249,276,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,641,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x5777d92f208679db4b9778590fa3cab3ac9e2168,19027000000
1,15840051,0x38ece39d4431f8fc8b393644bd755a81cc7c58e9c3ce5b91559f16865a54b36a,1666881419,0x1dfaec862e1443394006ccee7039f22f03fbe086eb01796e3cb7c23f209b1e56,231,0x00b4c83e2bfeba4e01a8623d5c379258352a733b,0x11c24f0031b4c35e2e9353764edc61299291e0af,409,0x6b175474e89094c44da98b954eedeac495271d0f,0x11c24f0031b4c35e2e9353764edc61299291e0af,0x50ccf30828ddda5adfd25a3cec24b83f13496774,6900000000000000000000
